,name,rating,reviews,company_type,headquaters,company_age,employees
7862,Goddres Pharmace...,3.4,(70 Reviews),Private,Mumbai + 11 more,12 years old,51-200 Employees (India)
7863,Airworks,3.6,(70 Reviews),Hosur + 8 more,51-200 Employees (India),,
7864,Daksh eServices,3.9,(70 Reviews),Gurgaon/Gurugram + 8 more,501-1k Employees (India),,
7865,Extinct Fire Eng...,3.7,(70 Reviews),Private,"Mumbai,Maharashtra + 5 more",33 years old,51-200 Employees (India)
7866,PressureJet Syst...,4.8,(70 Reviews),Private,"Ahmedabad,Gujarat",27 years old,51-200 Employees (India)
7867,Enlist Managemen...,3.4,(70 Reviews),Chennai + 11 more,19 years old,201-500 Employees (India),
7868,otsuka chemical ...,4.5,(70 Reviews),Jaipur + 5 more,201-500 Employees (India),,
7869,Tecnics Integrat...,3.9,(70 Reviews),Private,"Houston,Texas + 2 more",18 years old,201-500 Employees (India)
7870,Believers Church...,3.9,(70 Reviews),Private,Thiruvalla + 2 more,9 years old,501-1k Employees (India)
7871,Suncity Projects,4.2,(70 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",27 years old,201-500 Employees (India)
7872,JAAC TECHNO SERV...,4.4,(70 Reviews),Vadodara + 8 more,14 years old,201-500 Employees (India),
7873,Fisdom,4.0,(70 Reviews),"Bangalore,Karnataka + 15 more",8 years old,501-1k Employees (India),
7874,Annova Solutions,3.8,(70 Reviews),Indore + 1 more,10k-50k Employees (India),,
7875,Springworks,4.6,(70 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",9 years old,201-500 Employees (India)
7876,Alco Foods,3.9,(70 Reviews),Raipur + 8 more,10k-50k Employees (India),,
7877,Telecommunicatio...,3.9,(70 Reviews),Private,"Delhi/NCR,Delhi + 22 more",45 years old,1k-5k Employees (India)
7878,Nina Percept,4.0,(70 Reviews),Mumbai + 9 more,501-1k Employees (India),,
7879,GMR DIAL,4.0,(70 Reviews),"New Delhi,Delhi + 1 more",17 years old,5k-10k Employees (India),
7880,ADNOC Distributi...,3.6,(70 Reviews),Dubai + 6 more,50 years old,1 Lakh+ Employees (India),
7881,Achievers Spot,4.7,(70 Reviews),Private,"Chennai,Tamil Nadu + 4 more",13 years old,201-500 Employees (India)
7882,sifars,4.8,(70 Reviews),Private,"Patiala,Punjab",6 years old,11-50 Employees (India)
7883,STARTEK Aegis Cu...,2.9,(70 Reviews),Bengaluru/Bangalore + 8 more,,,
7884,Ufi Filters,3.9,(70 Reviews),Private,"Nogarole Rocca,Verona + 8 more",52 years old,201-500 Employees (India)
7885,Mindspace Outsou...,4.4,(70 Reviews),51-200 Employees (India),,,
7886,Bigtree Entertai...,4.4,(70 Reviews),Private,Mumbai + 6 more,24 years old,201-500 Employees (India)
7887,On Demand Agilit...,3.6,(70 Reviews),Private,King Of Prussia + 3 more,17 years old,201-500 Employees (India)
7888,JAAC TECHNO SERV...,4.4,(70 Reviews),Vadodara + 8 more,14 years old,201-500 Employees (India),
7889,Alco Foods,3.9,(70 Reviews),Raipur + 8 more,10k-50k Employees (India),,
7890,sifars,4.8,(70 Reviews),Private,"Patiala,Punjab",6 years old,11-50 Employees (India)
7891,Springworks,4.6,(70 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",9 years old,201-500 Employees (India)
7892,Annova Solutions,3.8,(70 Reviews),Indore + 1 more,10k-50k Employees (India),,
7893,Ribbon Communica...,3.9,(70 Reviews),Bengaluru/Bangalore + 5 more,51-200 Employees (India),,
7894,Nina Percept,4.0,(70 Reviews),Mumbai + 9 more,501-1k Employees (India),,
7895,STARTEK Aegis Cu...,2.9,(70 Reviews),Bengaluru/Bangalore + 8 more,,,
7896,Hansa Cequity,3.7,(157 Reviews),Private,"Bangalore,Karnataka + 3 more",15 years old,201-500 Employees (India)
7897,Birla Sun Life M...,4.1,(69 Reviews),Mumbai + 28 more,29 years old,1k-5k Employees (India),
7898,Medical Trust Ho...,4.0,(69 Reviews),Private,"Kochi/Cochin,Kerala + 14 more",50 years old,501-1k Employees (India)
7899,LKP Securities,4.0,(69 Reviews),Public,"Mumbai,Maharashtra + 11 more",75 years old,501-1k Employees (India)
7900,Ducat,4.3,(69 Reviews),Private,"Noida,Uttar Pradesh + 2 more",24 years old,51-200 Employees (India)
7901,Multani Pharmace...,4.4,(69 Reviews),Private,New Delhi + 7 more,37 years old,51-200 Employees (India)
7902,Dietech India,3.8,(69 Reviews),Private,Kancheepuram + 4 more,28 years old,201-500 Employees (India)
7903,Corecard Softwar...,4.3,(69 Reviews),Private,"Norcross,GA + 3 more",501-1k Employees (India),
7904,Orient Blackswan,4.3,(69 Reviews),Private,Hyderabad + 14 more,75 years old,501-1k Employees (India)
7905,N.K. Realtors,4.1,(69 Reviews),Private,"Kolkata,West Bengal + 2 more",36 years old,51-200 Employees (India)
7906,Experion Technol...,4.4,(69 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 3 more",17 years old,1k-5k Employees (India)
7907,Excellon Softwar...,3.5,(69 Reviews),Private,"Nagpur,Maharashtra",23 years old,201-500 Employees (India)
7908,Verticurl,4.2,(69 Reviews),Private,Singapore + 3 more,17 years old,501-1k Employees (India)
7909,Aptronix - Apple...,3.4,(69 Reviews),Public,Hyderabad + 11 more,12 years old,201-500 Employees (India)
7910,JL Morison India,3.9,(69 Reviews),Public,Mumbai + 20 more,89 years old,201-500 Employees (India)
7911,Utsav Fashion,3.6,(69 Reviews),Private,"Delhi/NCR,Delhi + 4 more",23 years old,201-500 Employees (India)
7912,General Industri...,3.8,(69 Reviews),Private,Pune + 1 more,51 years old,201-500 Employees (India)
7913,Nirmal Industria...,3.8,(69 Reviews),Private,"Mumbai,Maharashtra + 9 more",50 years old,51-200 Employees (India)
7914,Cambata Aviation,4.6,(69 Reviews),Private,New Delhi + 4 more,69 years old,1k-5k Employees (India)
7915,Guardian Lifecar...,3.9,(69 Reviews),Private,"Mumbai,Maharashtra + 11 more",20 years old,201-500 Employees (Global)
7916,Seashell Logisti...,3.8,(69 Reviews),Private,"Navi Mumbai,Maharashtra + 11 more",16 years old,51-200 Employees (India)
7917,Frog CellSat,4.5,(69 Reviews),Private,Noida + 7 more,30 years old,201-500 Employees (India)
7918,Renaissance Hote...,4.3,(69 Reviews),Private,Bethesda + 7 more,34 years old,201-500 Employees (India)
7919,Brindavan Bevera...,3.9,(69 Reviews),Bareilly + 6 more,201-500 Employees (India),,
7920,Thinkapps Soluti...,3.8,(69 Reviews),Mumbai + 12 more,14 years old,5k-10k Employees (India),
7921,Plr Projects,4.4,(69 Reviews),Hyderabad + 11 more,43 years old,201-500 Employees (India),
7922,Piramal Realty,3.9,(69 Reviews),Private,"Mumbai,Maharashtra + 6 more",11 years old,201-500 Employees (India)
7923,Corecard Softwar...,4.3,(69 Reviews),Private,"Norcross,GA + 3 more",501-1k Employees (India),
7924,Nirmal Industria...,3.8,(69 Reviews),Private,"Mumbai,Maharashtra + 9 more",50 years old,51-200 Employees (India)
7925,General Industri...,3.8,(69 Reviews),Private,Pune + 1 more,51 years old,201-500 Employees (India)
7926,WinWire Technolo...,4.3,(69 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",16 years old,501-1k Employees (India)
7927,Verticurl,4.2,(69 Reviews),Private,Singapore + 3 more,17 years old,501-1k Employees (India)
7928,Aptronix - Apple...,3.4,(69 Reviews),Public,Hyderabad + 11 more,12 years old,201-500 Employees (India)
7929,Dietech India,3.8,(69 Reviews),Private,Kancheepuram + 4 more,28 years old,201-500 Employees (India)
7930,Ashwini Hospital,4.0,(69 Reviews),Private,Cuttack + 12 more,36 years old,
7931,Minda Vast Acces...,3.8,(69 Reviews),Pune + 1 more,8 years old,51-200 Employees (India),
7932,Protiviti Consul...,3.4,(69 Reviews),Private,"Menlo Park,California + 5 more",21 years old,1k-5k Employees (India)
7933,Dayal Group,3.9,(69 Reviews),Meerut + 17 more,44 years old,201-500 Employees (India),
7934,Asianlak Health ...,2.6,(69 Reviews),Public,Ludhiana + 6 more,29 years old,51-200 Employees (India)
7935,Medical Trust Ho...,4.0,(69 Reviews),Private,"Kochi/Cochin,Kerala + 14 more",50 years old,501-1k Employees (India)
7936,Orient Blackswan,4.3,(69 Reviews),Private,Hyderabad + 14 more,75 years old,501-1k Employees (India)
7937,Utsav Fashion,3.6,(69 Reviews),Private,"Delhi/NCR,Delhi + 4 more",23 years old,201-500 Employees (India)
7938,SAL STEEL,3.8,(69 Reviews),Public,"Gurgaon/Gurugram,Haryana + 4 more",20 years old,201-500 Employees (India)
7939,Essel Finance,4.1,(69 Reviews),LLP,Mumbai + 15 more,11 years old,501-1k Employees (India)
7940,Strabag,4.2,(69 Reviews),Vienna + 9 more,188 years old,51-200 Employees (India),
7941,Paras Spices,3.9,(69 Reviews),Gurgaon + 4 more,41 years old,51-200 Employees (India),
7942,Bansal Classes,3.7,(69 Reviews),Kota + 24 more,39 years old,201-500 Employees (India),
7943,Thinksys Softwar...,3.9,(69 Reviews),Private,"Sunnyvale,California",11 years old,201-500 Employees (India)
7944,Menzies Aviation...,3.9,(69 Reviews),Private,Bangalore + 3 more,15 years old,501-1k Employees (India)
7945,DWD Pharmaceutic...,3.7,(69 Reviews),Mumbai + 12 more,42 years old,501-1k Employees (India),
7946,K & J Project,3.2,(69 Reviews),Private,Nagpur + 17 more,19 years old,51-200 Employees (India)
7947,Medgulf Construc...,4.0,(69 Reviews),Doha + 4 more,48 years old,1k-5k Employees (Global),
7948,Surevin Bpo Serv...,3.5,(69 Reviews),Public,Bhopal + 10 more,16 years old,501-1k Employees (Global)
7949,Acro Paints,3.6,(69 Reviews),Public,New Delhi + 10 more,34 years old,201-500 Employees (India)
7950,ZTT,3.6,(69 Reviews),Private,Nantong + 12 more,31 years old,51-200 Employees (India)
7951,SPJ group,2.7,(69 Reviews),"New Delhi,Delhi + 6 more",61 years old,11-50 Employees (India),
7952,VGM Consultants,3.7,(69 Reviews),Private,"Kolkata,West Bengal + 15 more",9 years old,501-1k Employees (India)
7953,Strabag,4.2,(69 Reviews),Vienna + 9 more,188 years old,51-200 Employees (India),
7954,Thinksys Softwar...,3.9,(69 Reviews),Private,"Sunnyvale,California",11 years old,201-500 Employees (India)
7955,Electrolab,3.0,(69 Reviews),Private,"Mumbai,Maharashtra + 5 more",39 years old,51-200 Employees (India)
7956,Srmb Steel,3.4,(69 Reviews),Private,Kolkata + 12 more,72 years old,501-1k Employees (India)
7957,Bansal Classes,3.7,(69 Reviews),Kota + 24 more,39 years old,201-500 Employees (India),
7958,TaeguTec,4.1,(69 Reviews),Private,Daegu + 8 more,25 years old,201-500 Employees (India)
7959,Ashiana Homes,4.3,(69 Reviews),Private,"Delhi/NCR,Delhi + 4 more",44 years old,51-200 Employees (India)
7960,Orient Blackswan,4.3,(69 Reviews),Private,Hyderabad + 14 more,75 years old,501-1k Employees (India)
7961,General Industri...,3.8,(69 Reviews),Private,Pune + 1 more,51 years old,201-500 Employees (India)
7962,N.K. Realtors,4.1,(69 Reviews),Private,"Kolkata,West Bengal + 2 more",36 years old,51-200 Employees (India)
7963,Dietech India,3.8,(69 Reviews),Private,Kancheepuram + 4 more,28 years old,201-500 Employees (India)
7964,Verticurl,4.2,(69 Reviews),Private,Singapore + 3 more,17 years old,501-1k Employees (India)
7965,Birla Sun Life M...,4.1,(69 Reviews),Mumbai + 28 more,29 years old,1k-5k Employees (India),
7966,WinWire Technolo...,4.3,(69 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",16 years old,501-1k Employees (India)
7967,JL Morison India,3.9,(69 Reviews),Public,Mumbai + 20 more,89 years old,201-500 Employees (India)
7968,Krish Compusoft ...,3.7,(69 Reviews),Private,Milpitas + 2 more,22 years old,201-500 Employees (India)
7969,Aptronix - Apple...,3.4,(69 Reviews),Public,Hyderabad + 11 more,12 years old,201-500 Employees (India)
7970,Ducat,4.3,(69 Reviews),Private,"Noida,Uttar Pradesh + 2 more",24 years old,51-200 Employees (India)
7971,Cambata Aviation,4.6,(69 Reviews),Private,New Delhi + 4 more,69 years old,1k-5k Employees (India)
7972,Frog CellSat,4.5,(69 Reviews),Private,Noida + 7 more,30 years old,201-500 Employees (India)
7973,Renaissance Hote...,4.3,(69 Reviews),Private,Bethesda + 7 more,34 years old,201-500 Employees (India)
7974,SKS Fasteners,3.7,(69 Reviews),Private,"Pune,Maharashtra",25 years old,201-500 Employees (India)
7975,Bagzone Lifestyl...,4.3,(69 Reviews),Private,"Mumbai,Maharashtra + 15 more",13 years old,201-500 Employees (India)
7976,Ashwini Hospital,4.0,(69 Reviews),Private,Cuttack + 12 more,36 years old,
7977,Piramal Realty,3.9,(69 Reviews),Private,"Mumbai,Maharashtra + 6 more",11 years old,201-500 Employees (India)
7978,INFOCRUNCH ANALY...,3.9,(69 Reviews),New Delhi + 4 more,51-200 Employees (India),,
7979,Indovance Inc,3.5,(69 Reviews),Private,"Apex,North Carolina",20 years old,201-500 Employees (India)
7980,QO BOX,4.8,(69 Reviews),Chennai + 1 more,11-50 Employees (India),,
7981,Destek Infosolut...,4.2,(69 Reviews),Private,"Pune,Maharashtra",7 years old,51-200 Employees (India)
7982,IPROCESS BUSINES...,4.4,(69 Reviews),Hyderabad/Secunderabad + 27 more,1-10 Employees (India),,
7983,Daramic Battery ...,3.6,(69 Reviews),Charlotte + 5 more,93 years old,51-200 Employees (India),
7984,SE2 DIGITAL SERV...,3.5,(69 Reviews),LLP,"Topeka,Kansas",4 years old,51-200 Employees (India)
7985,Aashman Foundati...,3.6,(69 Reviews),Panchkula + 12 more,1k-5k Employees (India),,
7986,NCL BUILDTEK,3.9,(69 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 16 more",53 years old,
7987,Supr Infotech So...,4.3,(69 Reviews),"Bangalore,Karnataka + 12 more",501-1k Employees (India),,
7988,Scymes Services,4.2,(69 Reviews),Mumbai + 8 more,501-1k Employees (India),,
7989,Sri Sai Power an...,4.2,(69 Reviews),Private,Tiruchirappalli + 11 more,10 years old,11-50 Employees (India)
7990,ACCE GLOBAL SOFT...,3.8,(69 Reviews),Kolkata + 5 more,201-500 Employees (India),,
7991,Minanshika Softe...,4.2,(69 Reviews),Private,"Kolkata,West Bengal + 8 more",4 years old,11-50 Employees (India)
7992,N.K. Realtors,4.1,(69 Reviews),Private,"Kolkata,West Bengal + 2 more",36 years old,51-200 Employees (India)
7993,Electrolab,3.0,(69 Reviews),Private,"Mumbai,Maharashtra + 5 more",39 years old,51-200 Employees (India)
7994,Enrich Energy,4.1,(69 Reviews),Private,"Pune,Maharashtra + 5 more",13 years old,51-200 Employees (India)
7995,PDVSA,4.3,(70 Reviews),Public,Caracas,145 years old,1-10 Employees (India)
7996,Marvel Realtors,3.2,(68 Reviews),Private,Pune,22 years old,501-1k Employees (India)
7997,Zinnov Managemen...,3.8,(68 Reviews),Private,The Woodlands + 2 more,21 years old,201-500 Employees (India)
7998,Tata Tinplate,3.4,(68 Reviews),Private,Kolkata + 3 more,103 years old,1k-5k Employees (Global)
7999,Isha Foundation,4.2,(68 Reviews),"Coimbatore,Tamil Nadu + 8 more",31 years old,11-50 Employees (India),
8000,Optimus Informat...,4.0,(68 Reviews),Private,Vancouver + 1 more,14 years old,51-200 Employees (India)
8001,MAP Systems,3.3,(68 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",30 years old,51-200 Employees (India)
8002,First Step Babyw...,4.2,(68 Reviews),Hosur + 4 more,21 years old,201-500 Employees (India),
8003,Optimus Global S...,4.2,(68 Reviews),Public,"Chennai,Tamil Nadu + 4 more",21 years old,51-200 Employees (India)
8004,ERA's Lucknow Me...,4.1,(68 Reviews),Private,Lucknow,22 years old,201-500 Employees (India)
8005,NuvoEx,4.5,(68 Reviews),Private,"Delhi,NCT + 14 more",10 years old,1k-5k Employees (India)
8006,Schiller Healthc...,3.5,(68 Reviews),Private,"Mumbai,Maharashtra + 16 more",26 years old,201-500 Employees (India)
8007,Deepak Foundatio...,3.9,(68 Reviews),NGO/NPO,"Vadodara/Baroda,Gujarat + 13 more",41 years old,501-1k Employees (India)
8008,Infojini,4.0,(68 Reviews),Private,New Jersery + 4 more,17 years old,201-500 Employees (India)
8009,Site Engineering,3.7,(68 Reviews),Private,Atlanta + 23 more,38 years old,10k-50k Employees (India)
8010,i-Exceed Technol...,3.7,(68 Reviews),Private,"Princeton,New Jersey + 2 more",12 years old,201-500 Employees (India)
8011,Acuvate Software,3.6,(68 Reviews),Private,Slough + 2 more,17 years old,201-500 Employees (India)
8012,Shyama Power Ind...,4.1,(68 Reviews),Public,Gurugram + 8 more,44 years old,1k-5k Employees (India)
8013,GSS Infotech,3.2,(68 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",24 years old,51-200 Employees (India)
8014,IMImobile,3.7,(68 Reviews),Private,London + 2 more,23 years old,501-1k Employees (India)
8015,Welkin Telecom I...,3.4,(68 Reviews),Private,Kolkata + 8 more,19 years old,5k-10k Employees (India)
8016,B.l Lifesciences,4.0,(68 Reviews),New Delhi + 11 more,39 years old,51-200 Employees (India),
8017,Hager Electro,4.2,(68 Reviews),Pune + 9 more,26 years old,201-500 Employees (India),
8018,S Mobile Devices,4.0,(68 Reviews),Private,Noida + 6 more,11 years old,51-200 Employees (India)
8019,Ognibene India,3.8,(68 Reviews),Reggio Emilia + 2 more,70 years old,51-200 Employees (India),
8020,Seshasayee Paper...,4.1,(68 Reviews),Private,"Chennai,Tamil Nadu + 3 more",63 years old,1k-5k Employees (India)
8021,Zenith Precision,3.9,(68 Reviews),Bengaluru,37 years old,51-200 Employees (India),
8022,Isha Foundation,4.2,(68 Reviews),"Coimbatore,Tamil Nadu + 8 more",31 years old,11-50 Employees (India),
8023,Arteria Technolo...,2.7,(68 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",16 years old,201-500 Employees (India)
8024,Vijay Raja Homes,4.1,(68 Reviews),Private,"Chennai,Tamil Nadu",74 years old,501-1k Employees (India)
8025,Gera Development...,4.3,(68 Reviews),Private,"Pune,Maharashtra + 1 more",53 years old,201-500 Employees (India)
8026,Magicrete Buildi...,4.1,(68 Reviews),"Surat,Gujarat + 10 more",15 years old,201-500 Employees (India),
8027,Systematix Infot...,3.8,(68 Reviews),Private,"Indore,Madhya Pradesh + 1 more",18 years old,201-500 Employees (India)
8028,Roto Pumps,3.8,(68 Reviews),Public,Noida + 3 more,55 years old,201-500 Employees (India)
8029,Zinnov Managemen...,3.8,(68 Reviews),Private,The Woodlands + 2 more,21 years old,201-500 Employees (India)
8030,Avontix,3.4,(68 Reviews),Private,"Hyderabad/Secunderabad,Telangana",9 years old,51-200 Employees (India)
8031,Marvel Realtors,3.2,(68 Reviews),Private,Pune,22 years old,501-1k Employees (India)
8032,Recaero,4.0,(68 Reviews),Private,Verniolle + 1 more,32 years old,201-500 Employees (Global)
8033,Alacrity Ecommer...,3.7,(68 Reviews),Private,"Nagpur,Maharashtra",13 years old,201-500 Employees (India)
8034,OCS Services,4.1,(68 Reviews),Private,Dubai + 9 more,39 years old,51-200 Employees (India)
8035,Jawaharlal Nehru...,4.1,(68 Reviews),Private,"Ajmer,Rajasthan + 9 more",58 years old,201-500 Employees (Global)
8036,Fertilisers and ...,4.3,(68 Reviews),Kochi + 1 more,80 years old,501-1k Employees (India),
8037,Aga Khan Univers...,4.6,(68 Reviews),Karachi + 2 more,40 years old,1k-5k Employees (India),
8038,Rishi FIBC Solut...,3.8,(68 Reviews),Private,Vadodara + 3 more,16 years old,1k-5k Employees (India)
8039,Fichtner Consult...,4.0,(68 Reviews),Private,Stockport + 12 more,36 years old,201-500 Employees (India)
8040,SRM Techsol,4.4,(68 Reviews),"San Mateo,California",19 years old,51-200 Employees (India),
8041,Lonsen Kiri Chem...,4.0,(68 Reviews),Private,Ahemdabad + 2 more,25 years old,201-500 Employees (India)
8042,Karnataka Power ...,4.2,(68 Reviews),Bengaluru + 7 more,53 years old,10k-50k Employees (India),
8043,Maya Academy of ...,3.3,(68 Reviews),Mumbai + 22 more,22 years old,501-1k Employees (India),
8044,Shyama Power Ind...,4.1,(68 Reviews),Public,Gurugram + 8 more,44 years old,1k-5k Employees (India)
